exposure,ratio_bucket,month,fund_count,exposure_type
Including IRDs,"[1.5,3)",2017-05,924,GNE
Including IRDs,"[3,5)",2017-05,434,GNE
Including IRDs,"[5,10)",2017-05,401,GNE
Including IRDs,10 or more,2017-05,359,GNE
Excluding IRDs,"(0,1.5)",2017-05,1292,GNE
Excluding IRDs,"[1.5,3)",2017-05,1030,GNE
Excluding IRDs,"[3,5)",2017-05,335,GNE
Excluding IRDs,"[5,10)",2017-05,245,GNE
Excluding IRDs,10 or more,2017-05,212,GNE
Including IRDs,"(0,1.5)",2017-06,1030,GNE
Including IRDs,"[1.5,3)",2017-06,907,GNE
Including IRDs,"[3,5)",2017-06,486,GNE
Including IRDs,"[5,10)",2017-06,349,GNE
Including IRDs,10 or more,2017-06,342,GNE
Excluding IRDs,"(0,1.5)",2017-06,1280,GNE
Excluding IRDs,"[1.5,3)",2017-06,971,GNE
Excluding IRDs,"[3,5)",2017-06,400,GNE
Excluding IRDs,"[5,10)",2017-06,256,GNE
Excluding IRDs,10 or more,2017-06,207,GNE
Including IRDs,"(0,1.5)",2017-07,1096,GNE
Including IRDs,"[1.5,3)",2017-07,923,GNE
Including IRDs,"[3,5)",2017-07,429,GNE
Including IRDs,"[5,10)",2017-07,415,GNE
Including IRDs,10 or more,2017-07,326,GNE
Excluding IRDs,"(0,1.5)",2017-07,1355,GNE
Excluding IRDs,"[1.5,3)",2017-07,962,GNE
Excluding IRDs,"[3,5)",2017-07,379,GNE
Excluding IRDs,"[5,10)",2017-07,279,GNE
Excluding IRDs,10 or more,2017-07,216,GNE
Including IRDs,"(0,1.5)",2017-08,1091,GNE
Including IRDs,"[1.5,3)",2017-08,921,GNE
Including IRDs,"[3,5)",2017-08,403,GNE
Including IRDs,"[5,10)",2017-08,419,GNE
Including IRDs,10 or more,2017-08,357,GNE
Excluding IRDs,"(0,1.5)",2017-08,1349,GNE
Excluding IRDs,"[1.5,3)",2017-08,953,GNE
Excluding IRDs,"[3,5)",2017-08,386,GNE
Excluding IRDs,"[5,10)",2017-08,283,GNE
Excluding IRDs,10 or more,2017-08,220,GNE
Including IRDs,"(0,1.5)",2017-09,1064,GNE
Including IRDs,"[1.5,3)",2017-09,986,GNE
Including IRDs,"[3,5)",2017-09,379,GNE
Including IRDs,"[5,10)",2017-09,398,GNE
Including IRDs,10 or more,2017-09,364,GNE
Excluding IRDs,"(0,1.5)",2017-09,1324,GNE
Excluding IRDs,"[1.5,3)",2017-09,992,GNE
Excluding IRDs,"[3,5)",2017-09,378,GNE
Excluding IRDs,"[5,10)",2017-09,270,GNE
Excluding IRDs,10 or more,2017-09,227,GNE
Including IRDs,"(0,1.5)",2017-10,1154,GNE
Including IRDs,"[1.5,3)",2017-10,910,GNE
Including IRDs,"[3,5)",2017-10,398,GNE
Including IRDs,"[5,10)",2017-10,448,GNE
Including IRDs,10 or more,2017-10,355,GNE
Excluding IRDs,"(0,1.5)",2017-10,1445,GNE
Excluding IRDs,"[1.5,3)",2017-10,911,GNE
Excluding IRDs,"[3,5)",2017-10,389,GNE
Excluding IRDs,"[5,10)",2017-10,291,GNE
Excluding IRDs,10 or more,2017-10,229,GNE
Including IRDs,"(0,1.5)",2017-11,1128,GNE
Including IRDs,"[1.5,3)",2017-11,905,GNE
Including IRDs,"[3,5)",2017-11,417,GNE
Including IRDs,"[5,10)",2017-11,425,GNE
Including IRDs,10 or more,2017-11,390,GNE
Excluding IRDs,"(0,1.5)",2017-11,1447,GNE
Excluding IRDs,"[1.5,3)",2017-11,951,GNE
Excluding IRDs,"[3,5)",2017-11,344,GNE
Excluding IRDs,"[5,10)",2017-11,299,GNE
Excluding IRDs,10 or more,2017-11,225,GNE
Including IRDs,"(0,1.5)",2017-12,1100,GNE
Including IRDs,"[1.5,3)",2017-12,978,GNE
Including IRDs,"[3,5)",2017-12,390,GNE
Including IRDs,"[5,10)",2017-12,430,GNE
Including IRDs,10 or more,2017-12,368,GNE
Excluding IRDs,"(0,1.5)",2017-12,1417,GNE
Excluding IRDs,"[1.5,3)",2017-12,984,GNE
Excluding IRDs,"[3,5)",2017-12,367,GNE
Excluding IRDs,"[5,10)",2017-12,288,GNE
Excluding IRDs,10 or more,2017-12,211,GNE
Including IRDs,"(0,1.5)",2018-01,1167,GNE
Including IRDs,"[1.5,3)",2018-01,926,GNE
Including IRDs,"[3,5)",2018-01,370,GNE
Including IRDs,"[5,10)",2018-01,440,GNE
Including IRDs,10 or more,2018-01,412,GNE
Excluding IRDs,"(0,1.5)",2018-01,1481,GNE
Excluding IRDs,"[1.5,3)",2018-01,859,GNE
Excluding IRDs,"[3,5)",2018-01,394,GNE
Excluding IRDs,"[5,10)",2018-01,330,GNE
Excluding IRDs,10 or more,2018-01,251,GNE
Including IRDs,"(0,1.5)",2018-02,1170,GNE
Including IRDs,"[1.5,3)",2018-02,924,GNE
Including IRDs,"[3,5)",2018-02,389,GNE
Including IRDs,"[5,10)",2018-02,407,GNE
Including IRDs,10 or more,2018-02,424,GNE
Excluding IRDs,"(0,1.5)",2018-02,1497,GNE
Excluding IRDs,"[1.5,3)",2018-02,878,GNE
Excluding IRDs,"[3,5)",2018-02,386,GNE
Excluding IRDs,"[5,10)",2018-02,334,GNE
Excluding IRDs,10 or more,2018-02,221,GNE
Including IRDs,"(0,1.5)",2018-03,1134,GNE
Including IRDs,"[1.5,3)",2018-03,971,GNE
Including IRDs,"[3,5)",2018-03,384,GNE
Including IRDs,"[5,10)",2018-03,437,GNE
Including IRDs,10 or more,2018-03,389,GNE
Excluding IRDs,"(0,1.5)",2018-03,1458,GNE
Excluding IRDs,"[1.5,3)",2018-03,943,GNE
Excluding IRDs,"[3,5)",2018-03,364,GNE
Excluding IRDs,"[5,10)",2018-03,331,GNE
Excluding IRDs,10 or more,2018-03,219,GNE
Including IRDs,"(0,1.5)",2018-04,1184,GNE
Including IRDs,"[1.5,3)",2018-04,945,GNE
Including IRDs,"[3,5)",2018-04,390,GNE
Including IRDs,"[5,10)",2018-04,445,GNE
Including IRDs,10 or more,2018-04,407,GNE
Excluding IRDs,"(0,1.5)",2018-04,1516,GNE
Excluding IRDs,"[1.5,3)",2018-04,929,GNE
Excluding IRDs,"[3,5)",2018-04,372,GNE
Excluding IRDs,"[5,10)",2018-04,329,GNE
Excluding IRDs,10 or more,2018-04,227,GNE
Including IRDs,"(0,1.5)",2018-05,1156,GNE
Including IRDs,"[1.5,3)",2018-05,964,GNE
Including IRDs,"[3,5)",2018-05,405,GNE
Including IRDs,"[5,10)",2018-05,426,GNE
Including IRDs,10 or more,2018-05,423,GNE
Excluding IRDs,"(0,1.5)",2018-05,1477,GNE
Excluding IRDs,"[1.5,3)",2018-05,946,GNE
Excluding IRDs,"[3,5)",2018-05,385,GNE
Excluding IRDs,"[5,10)",2018-05,315,GNE
Excluding IRDs,10 or more,2018-05,250,GNE
Including IRDs,"(0,1.5)",2018-06,1160,GNE
Including IRDs,"[1.5,3)",2018-06,993,GNE
Including IRDs,"[3,5)",2018-06,379,GNE
Including IRDs,"[5,10)",2018-06,402,GNE
Including IRDs,10 or more,2018-06,439,GNE
Excluding IRDs,"(0,1.5)",2018-06,1447,GNE
Excluding IRDs,"[1.5,3)",2018-06,973,GNE
Excluding IRDs,"[3,5)",2018-06,391,GNE
Excluding IRDs,"[5,10)",2018-06,331,GNE
Excluding IRDs,10 or more,2018-06,230,GNE
Including IRDs,"(0,1.5)",2018-07,1193,GNE
Including IRDs,"[1.5,3)",2018-07,986,GNE
Including IRDs,"[3,5)",2018-07,398,GNE
Including IRDs,"[5,10)",2018-07,402,GNE
Including IRDs,10 or more,2018-07,425,GNE
Excluding IRDs,"(0,1.5)",2018-07,1525,GNE
Excluding IRDs,"[1.5,3)",2018-07,928,GNE
Excluding IRDs,"[3,5)",2018-07,358,GNE
Excluding IRDs,"[5,10)",2018-07,368,GNE
Excluding IRDs,10 or more,2018-07,226,GNE
Including IRDs,"(0,1.5)",2018-08,1165,GNE
Including IRDs,"[1.5,3)",2018-08,1024,GNE
Including IRDs,"[3,5)",2018-08,362,GNE
Including IRDs,"[5,10)",2018-08,439,GNE
Including IRDs,10 or more,2018-08,408,GNE
Excluding IRDs,"(0,1.5)",2018-08,1487,GNE
Excluding IRDs,"[1.5,3)",2018-08,954,GNE
Excluding IRDs,"[3,5)",2018-08,368,GNE
Excluding IRDs,"[5,10)",2018-08,361,GNE
Excluding IRDs,10 or more,2018-08,229,GNE
Including IRDs,"(0,1.5)",2018-09,1123,GNE
Including IRDs,"[1.5,3)",2018-09,1066,GNE
Including IRDs,"[3,5)",2018-09,364,GNE
Including IRDs,"[5,10)",2018-09,444,GNE
Including IRDs,10 or more,2018-09,399,GNE
Excluding IRDs,"(0,1.5)",2018-09,1458,GNE
Excluding IRDs,"[1.5,3)",2018-09,988,GNE
Excluding IRDs,"[3,5)",2018-09,412,GNE
Excluding IRDs,"[5,10)",2018-09,297,GNE
Excluding IRDs,10 or more,2018-09,240,GNE
Including IRDs,"(0,1.5)",2018-10,1065,GNE
Including IRDs,"[1.5,3)",2018-10,921,GNE
Including IRDs,"[3,5)",2018-10,310,GNE
Including IRDs,"[5,10)",2018-10,475,GNE
Including IRDs,10 or more,2018-10,412,GNE
Excluding IRDs,"(0,1.5)",2018-10,1338,GNE
Excluding IRDs,"[1.5,3)",2018-10,901,GNE
Excluding IRDs,"[3,5)",2018-10,403,GNE
Excluding IRDs,"[5,10)",2018-10,259,GNE
Excluding IRDs,10 or more,2018-10,282,GNE
Including IRDs,"(0,1.5)",2018-11,1069,GNE
Including IRDs,"[1.5,3)",2018-11,907,GNE
Including IRDs,"[3,5)",2018-11,338,GNE
Including IRDs,"[5,10)",2018-11,466,GNE
Including IRDs,10 or more,2018-11,404,GNE
Excluding IRDs,"(0,1.5)",2018-11,1311,GNE
Excluding IRDs,"[1.5,3)",2018-11,875,GNE
Excluding IRDs,"[3,5)",2018-11,420,GNE
Excluding IRDs,"[5,10)",2018-11,307,GNE
Excluding IRDs,10 or more,2018-11,271,GNE
Including IRDs,"(0,1.5)",2018-12,1078,GNE
Including IRDs,"[1.5,3)",2018-12,958,GNE
Including IRDs,"[3,5)",2018-12,337,GNE
Including IRDs,"[5,10)",2018-12,455,GNE
Including IRDs,10 or more,2018-12,356,GNE
Excluding IRDs,"(0,1.5)",2018-12,1379,GNE
Excluding IRDs,"[1.5,3)",2018-12,879,GNE
Excluding IRDs,"[3,5)",2018-12,379,GNE
Excluding IRDs,"[5,10)",2018-12,313,GNE
Excluding IRDs,10 or more,2018-12,234,GNE
Including IRDs,"(0,1.5)",2019-01,1304,GNE
Including IRDs,"[1.5,3)",2019-01,880,GNE
Including IRDs,"[3,5)",2019-01,346,GNE
Including IRDs,"[5,10)",2019-01,460,GNE
Including IRDs,10 or more,2019-01,333,GNE
Excluding IRDs,"(0,1.5)",2019-01,1585,GNE
Excluding IRDs,"[1.5,3)",2019-01,876,GNE
Excluding IRDs,"[3,5)",2019-01,328,GNE
Excluding IRDs,"[5,10)",2019-01,305,GNE
Excluding IRDs,10 or more,2019-01,230,GNE
Including IRDs,"(0,1.5)",2019-02,1297,GNE
Including IRDs,"[1.5,3)",2019-02,902,GNE
Including IRDs,"[3,5)",2019-02,278,GNE
Including IRDs,"[5,10)",2019-02,491,GNE
Including IRDs,10 or more,2019-02,361,GNE
Excluding IRDs,"(0,1.5)",2019-02,1584,GNE
Excluding IRDs,"[1.5,3)",2019-02,866,GNE
Excluding IRDs,"[3,5)",2019-02,303,GNE
Excluding IRDs,"[5,10)",2019-02,360,GNE
Excluding IRDs,10 or more,2019-02,216,GNE
Including IRDs,"(0,1.5)",2019-03,1253,GNE
Including IRDs,"[1.5,3)",2019-03,942,GNE
Including IRDs,"[3,5)",2019-03,344,GNE
Including IRDs,"[5,10)",2019-03,387,GNE
Including IRDs,10 or more,2019-03,400,GNE
Excluding IRDs,"(0,1.5)",2019-03,1554,GNE
Excluding IRDs,"[1.5,3)",2019-03,899,GNE
Excluding IRDs,"[3,5)",2019-03,297,GNE
Excluding IRDs,"[5,10)",2019-03,349,GNE
Excluding IRDs,10 or more,2019-03,227,GNE
Including IRDs,"(0,1.5)",2019-04,1284,GNE
Including IRDs,"[1.5,3)",2019-04,955,GNE
Including IRDs,"[3,5)",2019-04,316,GNE
Including IRDs,"[5,10)",2019-04,460,GNE
Including IRDs,10 or more,2019-04,369,GNE
Excluding IRDs,"(0,1.5)",2019-04,1586,GNE
Excluding IRDs,"[1.5,3)",2019-04,894,GNE
Excluding IRDs,"[3,5)",2019-04,337,GNE
Excluding IRDs,"[5,10)",2019-04,315,GNE
Excluding IRDs,10 or more,2019-04,253,GNE
Including IRDs,"(0,1.5)",2019-05,1273,GNE
Including IRDs,"[1.5,3)",2019-05,967,GNE
Including IRDs,"[3,5)",2019-05,323,GNE
Including IRDs,"[5,10)",2019-05,437,GNE
Including IRDs,10 or more,2019-05,385,GNE
Excluding IRDs,"(0,1.5)",2019-05,1603,GNE
Excluding IRDs,"[1.5,3)",2019-05,873,GNE
Excluding IRDs,"[3,5)",2019-05,362,GNE
Excluding IRDs,"[5,10)",2019-05,299,GNE
Excluding IRDs,10 or more,2019-05,249,GNE
Including IRDs,"(0,1.5)",2019-06,1221,GNE
Including IRDs,"[1.5,3)",2019-06,1004,GNE
Including IRDs,"[3,5)",2019-06,355,GNE
Including IRDs,"[5,10)",2019-06,443,GNE
Including IRDs,10 or more,2019-06,364,GNE
Excluding IRDs,"(0,1.5)",2019-06,1514,GNE
Excluding IRDs,"[1.5,3)",2019-06,945,GNE
Excluding IRDs,"[3,5)",2019-06,374,GNE
Excluding IRDs,"[5,10)",2019-06,307,GNE
Excluding IRDs,10 or more,2019-06,247,GNE
Including IRDs,"(0,1.5)",2019-07,1292,GNE
Including IRDs,"[1.5,3)",2019-07,899,GNE
Including IRDs,"[3,5)",2019-07,307,GNE
Including IRDs,"[5,10)",2019-07,462,GNE
Including IRDs,10 or more,2019-07,427,GNE
Excluding IRDs,"(0,1.5)",2019-07,1513,GNE
Excluding IRDs,"[1.5,3)",2019-07,923,GNE
Excluding IRDs,"[3,5)",2019-07,374,GNE
Excluding IRDs,"[5,10)",2019-07,285,GNE
Excluding IRDs,10 or more,2019-07,292,GNE
Including IRDs,"(0,1.5)",2019-08,1279,GNE
Including IRDs,"[1.5,3)",2019-08,904,GNE
Including IRDs,"[3,5)",2019-08,331,GNE
Including IRDs,"[5,10)",2019-08,457,GNE
Including IRDs,10 or more,2019-08,415,GNE
Excluding IRDs,"(0,1.5)",2019-08,1534,GNE
Excluding IRDs,"[1.5,3)",2019-08,894,GNE
Excluding IRDs,"[3,5)",2019-08,397,GNE
Excluding IRDs,"[5,10)",2019-08,279,GNE
Excluding IRDs,10 or more,2019-08,284,GNE
Including IRDs,"(0,1.5)",2019-09,1284,GNE
Including IRDs,"[1.5,3)",2019-09,899,GNE
Including IRDs,"[3,5)",2019-09,321,GNE
Including IRDs,"[5,10)",2019-09,482,GNE
Including IRDs,10 or more,2019-09,395,GNE
Excluding IRDs,"(0,1.5)",2019-09,1517,GNE
Excluding IRDs,"[1.5,3)",2019-09,867,GNE
Excluding IRDs,"[3,5)",2019-09,429,GNE
Excluding IRDs,"[5,10)",2019-09,287,GNE
Excluding IRDs,10 or more,2019-09,281,GNE
Including IRDs,"(0,1.5)",2019-10,1385,GNE
Including IRDs,"[1.5,3)",2019-10,850,GNE
Including IRDs,"[3,5)",2019-10,291,GNE
Including IRDs,"[5,10)",2019-10,498,GNE
Including IRDs,10 or more,2019-10,393,GNE
Excluding IRDs,"(0,1.5)",2019-10,1581,GNE
Excluding IRDs,"[1.5,3)",2019-10,878,GNE
Excluding IRDs,"[3,5)",2019-10,375,GNE
Excluding IRDs,"[5,10)",2019-10,299,GNE
Excluding IRDs,10 or more,2019-10,284,GNE
Including IRDs,"(0,1.5)",2019-11,1331,GNE
Including IRDs,"[1.5,3)",2019-11,906,GNE
Including IRDs,"[3,5)",2019-11,314,GNE
Including IRDs,"[5,10)",2019-11,466,GNE
Including IRDs,10 or more,2019-11,400,GNE
Excluding IRDs,"(0,1.5)",2019-11,1557,GNE
Excluding IRDs,"[1.5,3)",2019-11,875,GNE
Excluding IRDs,"[3,5)",2019-11,391,GNE
Excluding IRDs,"[5,10)",2019-11,305,GNE
Excluding IRDs,10 or more,2019-11,289,GNE
Including IRDs,"(0,1.5)",2019-12,1309,GNE
Including IRDs,"[1.5,3)",2019-12,942,GNE
Including IRDs,"[3,5)",2019-12,292,GNE
Including IRDs,"[5,10)",2019-12,485,GNE
Including IRDs,10 or more,2019-12,390,GNE
Excluding IRDs,"(0,1.5)",2019-12,1532,GNE
Excluding IRDs,"[1.5,3)",2019-12,914,GNE
Excluding IRDs,"[3,5)",2019-12,370,GNE
Excluding IRDs,"[5,10)",2019-12,305,GNE
Excluding IRDs,10 or more,2019-12,297,GNE
Including IRDs,"(0,1.5)",2020-01,1059,GNE
Including IRDs,"[1.5,3)",2020-01,839,GNE
Including IRDs,"[3,5)",2020-01,335,GNE
Including IRDs,"[5,10)",2020-01,432,GNE
Including IRDs,10 or more,2020-01,437,GNE
Excluding IRDs,"(0,1.5)",2020-01,1293,GNE
Excluding IRDs,"[1.5,3)",2020-01,787,GNE
Excluding IRDs,"[3,5)",2020-01,367,GNE
Excluding IRDs,"[5,10)",2020-01,345,GNE
Excluding IRDs,10 or more,2020-01,309,GNE
Including IRDs,"(0,1.5)",2020-02,1059,GNE
Including IRDs,"[1.5,3)",2020-02,861,GNE
Including IRDs,"[3,5)",2020-02,300,GNE
Including IRDs,"[5,10)",2020-02,443,GNE
Including IRDs,10 or more,2020-02,440,GNE
Excluding IRDs,"(0,1.5)",2020-02,1267,GNE
Excluding IRDs,"[1.5,3)",2020-02,831,GNE
Excluding IRDs,"[3,5)",2020-02,337,GNE
Excluding IRDs,"[5,10)",2020-02,352,GNE
Excluding IRDs,10 or more,2020-02,315,GNE
Including IRDs,"(0,1.5)",2020-03,1155,GNE
Including IRDs,"[1.5,3)",2020-03,894,GNE
Including IRDs,"[3,5)",2020-03,375,GNE
Including IRDs,"[5,10)",2020-03,334,GNE
Including IRDs,10 or more,2020-03,342,GNE
Excluding IRDs,"(0,1.5)",2020-03,1409,GNE
Excluding IRDs,"[1.5,3)",2020-03,884,GNE
Excluding IRDs,"[3,5)",2020-03,375,GNE
Excluding IRDs,"[5,10)",2020-03,188,GNE
Excluding IRDs,10 or more,2020-03,244,GNE
Including IRDs,"(0,1.5)",2020-04,1463,GNE
Including IRDs,"[1.5,3)",2020-04,851,GNE
Including IRDs,"[3,5)",2020-04,369,GNE
Including IRDs,"[5,10)",2020-04,332,GNE
Including IRDs,10 or more,2020-04,389,GNE
Excluding IRDs,"(0,1.5)",2020-04,1740,GNE
Excluding IRDs,"[1.5,3)",2020-04,826,GNE
Excluding IRDs,"[3,5)",2020-04,350,GNE
Excluding IRDs,"[5,10)",2020-04,212,GNE
Excluding IRDs,10 or more,2020-04,274,GNE
Including IRDs,"(0,1.5)",2020-05,1402,GNE
Including IRDs,"[1.5,3)",2020-05,854,GNE
Including IRDs,"[3,5)",2020-05,388,GNE
Including IRDs,"[5,10)",2020-05,369,GNE
Including IRDs,10 or more,2020-05,389,GNE
Excluding IRDs,"(0,1.5)",2020-05,1630,GNE
Excluding IRDs,"[1.5,3)",2020-05,922,GNE
Excluding IRDs,"[3,5)",2020-05,327,GNE
Excluding IRDs,"[5,10)",2020-05,239,GNE
Excluding IRDs,10 or more,2020-05,284,GNE
Including IRDs,"(0,1.5)",2020-06,1319,GNE
Including IRDs,"[1.5,3)",2020-06,989,GNE
Including IRDs,"[3,5)",2020-06,349,GNE
Including IRDs,"[5,10)",2020-06,365,GNE
Including IRDs,10 or more,2020-06,383,GNE
Excluding IRDs,"(0,1.5)",2020-06,1579,GNE
Excluding IRDs,"[1.5,3)",2020-06,989,GNE
Excluding IRDs,"[3,5)",2020-06,308,GNE
Excluding IRDs,"[5,10)",2020-06,246,GNE
Excluding IRDs,10 or more,2020-06,283,GNE
Including IRDs,"(0,1.5)",2020-07,1496,GNE
Including IRDs,"[1.5,3)",2020-07,950,GNE
Including IRDs,"[3,5)",2020-07,361,GNE
Including IRDs,"[5,10)",2020-07,397,GNE
Including IRDs,10 or more,2020-07,397,GNE
Excluding IRDs,"(0,1.5)",2020-07,1722,GNE
Excluding IRDs,"[1.5,3)",2020-07,1000,GNE
Excluding IRDs,"[3,5)",2020-07,326,GNE
Excluding IRDs,"[5,10)",2020-07,255,GNE
Excluding IRDs,10 or more,2020-07,297,GNE
Including IRDs,"(0,1.5)",2020-08,1433,GNE
Including IRDs,"[1.5,3)",2020-08,990,GNE
Including IRDs,"[3,5)",2020-08,338,GNE
Including IRDs,"[5,10)",2020-08,405,GNE
Including IRDs,10 or more,2020-08,434,GNE
Excluding IRDs,"(0,1.5)",2020-08,1670,GNE
Excluding IRDs,"[1.5,3)",2020-08,1052,GNE
Excluding IRDs,"[3,5)",2020-08,306,GNE
Excluding IRDs,"[5,10)",2020-08,265,GNE
Excluding IRDs,10 or more,2020-08,307,GNE
Including IRDs,"(0,1.5)",2020-09,1425,GNE
Including IRDs,"[1.5,3)",2020-09,990,GNE
Including IRDs,"[3,5)",2020-09,376,GNE
Including IRDs,"[5,10)",2020-09,399,GNE
Including IRDs,10 or more,2020-09,389,GNE
Excluding IRDs,"(0,1.5)",2020-09,1680,GNE
Excluding IRDs,"[1.5,3)",2020-09,1034,GNE
Excluding IRDs,"[3,5)",2020-09,317,GNE
Excluding IRDs,"[5,10)",2020-09,227,GNE
Excluding IRDs,10 or more,2020-09,321,GNE
Including IRDs,"(0,1.5)",2020-10,1822,GNE
Including IRDs,"[1.5,3)",2020-10,907,GNE
Including IRDs,"[3,5)",2020-10,331,GNE
Including IRDs,"[5,10)",2020-10,331,GNE
Including IRDs,10 or more,2020-10,393,GNE
Excluding IRDs,"(0,1.5)",2020-10,2069,GNE
Excluding IRDs,"[1.5,3)",2020-10,886,GNE
Excluding IRDs,"[3,5)",2020-10,310,GNE
Excluding IRDs,"[5,10)",2020-10,231,GNE
Excluding IRDs,10 or more,2020-10,289,GNE
Including IRDs,"(0,1.5)",2020-11,1664,GNE
Including IRDs,"[1.5,3)",2020-11,986,GNE
Including IRDs,"[3,5)",2020-11,327,GNE
Including IRDs,"[5,10)",2020-11,388,GNE
Including IRDs,10 or more,2020-11,420,GNE
Excluding IRDs,"(0,1.5)",2020-11,1920,GNE
Excluding IRDs,"[1.5,3)",2020-11,1018,GNE
Excluding IRDs,"[3,5)",2020-11,276,GNE
Excluding IRDs,"[5,10)",2020-11,254,GNE
Excluding IRDs,10 or more,2020-11,317,GNE
Including IRDs,"(0,1.5)",2020-12,1597,GNE
Including IRDs,"[1.5,3)",2020-12,1005,GNE
Including IRDs,"[3,5)",2020-12,375,GNE
Including IRDs,"[5,10)",2020-12,381,GNE
Including IRDs,10 or more,2020-12,428,GNE
Excluding IRDs,"(0,1.5)",2020-12,1880,GNE
Excluding IRDs,"[1.5,3)",2020-12,1018,GNE
Excluding IRDs,"[3,5)",2020-12,313,GNE
Excluding IRDs,"[5,10)",2020-12,280,GNE
Excluding IRDs,10 or more,2020-12,294,GNE
Including IRDs,"(0,1.5)",2021-01,1796,GNE
Including IRDs,"[1.5,3)",2021-01,972,GNE
Including IRDs,"[3,5)",2021-01,370,GNE
Including IRDs,"[5,10)",2021-01,352,GNE
Including IRDs,10 or more,2021-01,463,GNE
Excluding IRDs,"(0,1.5)",2021-01,2027,GNE
Excluding IRDs,"[1.5,3)",2021-01,1041,GNE
Excluding IRDs,"[3,5)",2021-01,298,GNE
Excluding IRDs,"[5,10)",2021-01,260,GNE
Excluding IRDs,10 or more,2021-01,328,GNE
Including IRDs,"(0,1.5)",2021-02,1733,GNE
Including IRDs,"[1.5,3)",2021-02,1022,GNE
Including IRDs,"[3,5)",2021-02,351,GNE
Including IRDs,"[5,10)",2021-02,374,GNE
Including IRDs,10 or more,2021-02,474,GNE
Excluding IRDs,"(0,1.5)",2021-02,1993,GNE
Excluding IRDs,"[1.5,3)",2021-02,952,GNE
Excluding IRDs,"[3,5)",2021-02,416,GNE
Excluding IRDs,"[5,10)",2021-02,272,GNE
Excluding IRDs,10 or more,2021-02,321,GNE
Including IRDs,"(0,1.5)",2021-03,1703,GNE
Including IRDs,"[1.5,3)",2021-03,1068,GNE
Including IRDs,"[3,5)",2021-03,333,GNE
Including IRDs,"[5,10)",2021-03,377,GNE
Including IRDs,10 or more,2021-03,472,GNE
Excluding IRDs,"(0,1.5)",2021-03,1975,GNE
Excluding IRDs,"[1.5,3)",2021-03,977,GNE
Excluding IRDs,"[3,5)",2021-03,389,GNE
Excluding IRDs,"[5,10)",2021-03,291,GNE
Excluding IRDs,10 or more,2021-03,321,GNE
Including IRDs,"(0,1.5)",2021-04,1897,GNE
Including IRDs,"[1.5,3)",2021-04,1051,GNE
Including IRDs,"[3,5)",2021-04,339,GNE
Including IRDs,"[5,10)",2021-04,399,GNE
Including IRDs,10 or more,2021-04,507,GNE
Excluding IRDs,"(0,1.5)",2021-04,2113,GNE
Excluding IRDs,"[1.5,3)",2021-04,1023,GNE
Excluding IRDs,"[3,5)",2021-04,419,GNE
Excluding IRDs,"[5,10)",2021-04,276,GNE
Excluding IRDs,10 or more,2021-04,363,GNE
Including IRDs,"(0,1.5)",2021-05,1962,GNE
Including IRDs,"[1.5,3)",2021-05,1052,GNE
Including IRDs,"[3,5)",2021-05,363,GNE
Including IRDs,"[5,10)",2021-05,408,GNE
Including IRDs,10 or more,2021-05,507,GNE
Excluding IRDs,"(0,1.5)",2021-05,2205,GNE
Excluding IRDs,"[1.5,3)",2021-05,1010,GNE
Excluding IRDs,"[3,5)",2021-05,409,GNE
Excluding IRDs,"[5,10)",2021-05,309,GNE
Excluding IRDs,10 or more,2021-05,360,GNE
Including IRDs,"(0,1.5)",2021-06,1894,GNE
Including IRDs,"[1.5,3)",2021-06,1144,GNE
Including IRDs,"[3,5)",2021-06,326,GNE
Including IRDs,"[5,10)",2021-06,426,GNE
Including IRDs,10 or more,2021-06,503,GNE
Excluding IRDs,"(0,1.5)",2021-06,2183,GNE
Excluding IRDs,"[1.5,3)",2021-06,1017,GNE
Excluding IRDs,"[3,5)",2021-06,399,GNE
Excluding IRDs,"[5,10)",2021-06,347,GNE
Excluding IRDs,10 or more,2021-06,345,GNE
Including IRDs,"(0,1.5)",2021-07,2046,GNE
Including IRDs,"[1.5,3)",2021-07,1091,GNE
Including IRDs,"[3,5)",2021-07,369,GNE
Including IRDs,"[5,10)",2021-07,375,GNE
Including IRDs,10 or more,2021-07,523,GNE
Excluding IRDs,"(0,1.5)",2021-07,2332,GNE
Excluding IRDs,"[1.5,3)",2021-07,1038,GNE
Excluding IRDs,"[3,5)",2021-07,363,GNE
Excluding IRDs,"[5,10)",2021-07,307,GNE
Excluding IRDs,10 or more,2021-07,365,GNE
Including IRDs,"(0,1.5)",2021-08,1990,GNE
Including IRDs,"[1.5,3)",2021-08,1164,GNE
Including IRDs,"[3,5)",2021-08,325,GNE
Including IRDs,"[5,10)",2021-08,408,GNE
Including IRDs,10 or more,2021-08,522,GNE
Excluding IRDs,"(0,1.5)",2021-08,2305,GNE
Excluding IRDs,"[1.5,3)",2021-08,1019,GNE
Excluding IRDs,"[3,5)",2021-08,406,GNE
Excluding IRDs,"[5,10)",2021-08,310,GNE
Excluding IRDs,10 or more,2021-08,369,GNE
Including IRDs,"(0,1.5)",2021-09,1975,GNE
Including IRDs,"[1.5,3)",2021-09,1169,GNE
Including IRDs,"[3,5)",2021-09,350,GNE
Including IRDs,"[5,10)",2021-09,403,GNE
Including IRDs,10 or more,2021-09,511,GNE
