fcm_name,registered_as,dsro,as_of_date,adj_net_capital,net_capital_requirement,excess_net_capital,customer_assets_seg,customer_seg_required,excess_funds_seg,target_residual_seg,funds_section_30_7,customer_pt30_required,excess_funds_30_7,target_residual_30_7,cleared_swap_seg,cleared_swap_required,excess_cleared_swap,target_residual_swap,retail_forex_obligation
GH FINANCIALS LLC,FCM,CME,2022-03-31,28043421,11556979,16486442,160700524,135293587,25406937,5500000,9358015,7832304,1525711,250000,0,0,0,0,0
GOLDMAN SACHS & CO LLC,FCM BD SD,CBOT/NFA,2022-03-31,21142437678,4846720525,16295717153,40010952618,39106253864,904698754,675000000,12245849202,11655324351,590524851,475000000,15815968459,15349111833,466856626,350000000,0
HIDDEN ROAD PARTNERS CIV US LLC,FCM BD,NFA,2022-03-31,33274911,1000000,32274911,0,0,0,0,0,0,0,0,0,0,0,0,0
HSBC SECURITIES USA INC,FCM BD,CME,2022-03-31,1354724198,529481766,825242432,6554365496,6399343358,155022138,110000000,231866693,177917520,53949173,15000000,1675528569,1585987638,89540931,75000000,0
IG US LLC,RFED,NFA,2022-03-31,27239906,21480730,5759176,0,0,0,0,0,0,0,0,0,0,0,0,39614601
INTERACTIVE BROKERS LLC,FCM BD,CME,2022-03-31,5662961927,885974991,4776986936,8809005505,8602679229,206326276,155000000,684324786,552008635,132316151,80000000,0,0,0,0,20115910
IRONBEAM INC,FCM,NFA,2022-03-31,8063074,1071941,6991133,74864018,67238255,7625763,1600000,389467,136687,252780,60000,0,0,0,0,0
JEFFERIES LLC,FCM BD,NFA,2022-03-31,1915502127,122450204,1793051923,0,0,0,0,0,0,0,0,0,0,0,0,0
JP MORGAN SECURITIES LLC,FCM BD SD,CEI/NFA,2022-03-31,21975341721,6363895668,15611446053,56802731632,53965640548,2837091084,1241209733,10245239613,9590475662,654763951,239761892,19443501302,17561864667,1881636635,474170346,0
LIME TRADING CORP,FCM BD,NFA,2022-03-31,3807121,1000000,2807121,46103,0,46103,20000,40000,0,40000,20000,0,0,0,0,0
MACQUARIE FUTURES USA LLC,FCM,CBOT,2022-03-31,548474029,451808588,96665441,4768906979,4496689857,272217122,100000000,168855231,123872985,44982246,7000000,6387013,0,6387013,1000000,0
MAREX NORTH AMERICA LLC,FCM,CME,2022-03-31,271395264,248034889,23360375,4690506279,4660495312,30010967,26379941,197452679,177596993,19855686,10250000,0,0,0,0,0
MCVEAN TRADING & INVESTMENTS LLC,FCM,NFA,2022-03-31,12443383,1397145,11046238,457858929,437090768,20768161,18000000,2567861,0,2567861,1000000,0,0,0,0,0
MERRILL LYNCH PROFESSIONAL CLEARING CORP,FCM BD,NFA,2022-03-31,7681048089,1398533448,6282514641,3509562632,2405213073,1104349559,300000000,0,0,0,0,0,0,0,0,0
MID CO COMMODITIES INC,FCM,NFA,2022-03-31,23452837,16351540,7101297,133591995,110431339,23160656,5138000,0,0,0,0,0,0,0,0,0
MINT BROKERS,FCM BD,NFA,2022-03-31,2418841,1000000,1418841,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZUHO SECURITIES USA LLC,FCM BD,CME,2022-03-31,1358253511,849443778,508809733,16255786259,15668521604,587264655,150000000,1320501184,1145744207,174756977,70000000,20429360,0,20429360,10000000,0
MORGAN STANLEY & CO LLC,FCM BD SD,CME/NFA,2022-03-31,16799231334,4538711287,12260520047,26991664257,26606688074,384976183,235000000,9275523196,9013910014,261613182,140000000,27783973600,27156763515,627210085,92000000,0
NANHUA USA LLC,FCM,CME,2022-03-31,18300011,12976784,5323227,194149712,179923148,14226564,3500000,693194,336860,356334,100000,0,0,0,0,0
NATWEST MARKETS SECURITIES INC,FCM BD,CBOT,2022-03-31,585815094,1716778,584098316,7500126,0,7500126,5000000,0,0,0,0,0,0,0,0,0
NINJATRADER CLEARING LLC,FCM,NFA,2022-03-31,10413204,1000000,9413204,203577771,193629809,9947962,4000000,3716170,2703753,1012417,400000,0,0,0,0,0
NOMURA SECURITIES INTERNATIONAL INC,FCM BD,CBOT,2022-03-31,2913845864,96679111,2817166753,317944377,174232320,143712057,16000000,16624352,0,16624352,1000000,0,0,0,0,0
OANDA CORPORATION,FCM RFD,NFA,2022-03-31,39503271,28895441,10607830,0,0,0,0,0,0,0,0,0,0,0,0,182888952
PHILLIP CAPITAL INC,FCM BD,CME,2022-03-31,76542724,44348577,32194147,826532449,798224912,28307537,15000000,12362167,7675181,4686986,1000000,0,0,0,0,0
PICTET OVERSEAS INC,FCM BD,NFA,2022-03-31,51149335,13121639,38027696,175058798,170281332,4777466,2750000,54692459,51740073,2952386,1250000,0,0,0,0,0
RBC CAPITAL MARKETS LLC,FCM BD,CME,2022-03-31,2517317750,550490377,1966827373,5412135865,4881112422,531023443,320000000,348230529,269841945,78388584,20000000,1510361902,1262407125,247954777,100000000,0
RJ OBRIEN ASSOCIATES LLC,FCM SD,CME/NFA,2022-03-31,372474329,317956058,54518271,7778131580,7519932164,258199416,50000000,240653261,210060471,30592790,20000000,0,0,0,0,0
SANTANDER INVESTMENT SECURITIES INC,FCM BD,NYME,2022-03-31,428423555,198127167,230296388,2381537588,2308665681,72871907,70000000,0,0,0,0,0,0,0,0,0
SCOTIA CAPITAL USA INC,FCM BD,CME,2022-03-31,1246123662,174201628,1071922034,0,0,0,0,0,0,0,0,0,0,0,0,0
SG AMERICAS SECURITIES LLC,FCM BD,CME,2022-03-31,4089030502,2235841076,1853189426,18660476839,18160915326,499561513,200000000,8689585224,8295909239,393675985,200000000,2885337227,2595028626,290308601,80000000,0
STONEX FINANCIAL INC,FCM BD,CME,2022-03-31,357605195,256850547,100754648,5855728032,5786650741,69077291,50000000,194530086,181831184,12698902,6000000,622069,0,622069,250000,0
STRAITS FINANCIAL LLC,FCM,CME,2022-03-31,23093104,11211978,11881126,496716633,483089439,13627194,2000000,32461154,22725535,9735619,300000,0,0,0,0,0
TRADESTATION SECURITIES INC,FCM BD,CME,2022-03-31,143789000,11137182,132651818,883203608,858300004,24903604,9000000,22026120,18656421,3369699,800000,0,0,0,0,0
TRADING.COM MARKETS INC,RFED,NFA,2022-03-31,29029068,20000000,9029068,0,0,0,0,0,0,0,0,0,0,0,0,47213
UBS FINANCIAL SERVICES INC,FCM BD,NFA,2022-03-31,978141581,165073759,813067822,119705215,84186943,35518272,25000000,50516191,23835426,26680765,15000000,0,0,0,0,0
UBS SECURITIES LLC,FCM BD,CBOT,2022-03-31,4722746169,778106327,3944639842,6847365102,6558508474,288856628,150000000,2473531134,2313547612,159983522,75000000,1297905963,1048149535,249756428,125000000,0
WEDBUSH SECURITIES INC,FCM BD,CBOT,2022-03-31,239332849,88012935,151319914,3014540101,2959785820,54754281,19000000,42054948,34721843,7333105,1000000,0,0,0,0,0
WELLS FARGO SECURITIES LLC,FCM BD,CME,2022-03-31,9626296759,1569128141,8057168618,6083496460,5581129836,502366624,105000000,925638592,796217212,129421380,30000000,14733777582,13933806322,799971260,355000000,0
ABN AMRO CLEARING CHICAGO LLC,FCM BD,CBOT,2022-04-30,532485591,288283597,244201994,4997802463,4418811469,578990994,372878501,155962259,128572904,27389355,12857290,0,0,0,0,0
ADM INVESTOR SERVICES INC,FCM,CBOT,2022-04-30,502807513,400132189,102675324,9262705519,9023691770,239013749,120000000,728150038,682022618,46127420,20000000,9818989,0,9818989,8000000,0
ADVANTAGE FUTURES LLC,FCM,CME,2022-04-30,26787286,18418243,8369043,541710335,521801386,19908949,10500000,38117909,34155130,3962779,1000000,0,0,0,0,0
AMP GLOBAL CLEARING LLC,FCM,NFA,2022-04-30,7082536,1000000,6082536,74363419,66754333,7609086,900000,2739265,2337552,401713,150000,0,0,0,0,0
APEX CLEARING CORPORATION,FCM BD,NFA,2022-04-30,432328607,39922386,392406221,97820442,67677512,30142930,10000000,0,0,0,0,0,0,0,0,0
BAKKT CLEARING LLC,FCM,NFA,2022-04-30,2039835,1000000,1039835,0,0,0,0,0,0,0,0,0,0,0,0,0
BARCLAYS CAPITAL INC,FCM BD,NYME,2022-04-30,6080090117,1993168942,4086921175,12331717168,12011346746,320370422,58000000,3922023744,3742438981,179584763,40000000,12415959345,11791168527,624790818,26000000,0
BNP PARIBAS SECURITIES CORP,FCM BD,CBOT,2022-04-30,2230114323,890446923,1339667400,7522595779,6846381732,676214047,570000000,1802415007,1263879653,538535354,98000000,2455252866,2175344654,279908212,100000000,0
BOFA SECURITIES INC,FCM BD,CBOT,2022-04-30,14615363824,3961136881,10654226943,26419069841,24769053817,1650016024,200000000,5413330799,4991538470,421792329,150000000,15627459564,15002937004,624522560,150000000,0
CANTOR FITZGERALD & CO,FCM BD,CBOT,2022-04-30,357410073,5700241,351709832,4969921,0,4969921,3000000,0,0,0,0,0,0,0,0,0
CHARLES SCHWAB FUTURES AND FOREX LLC,FCM,NFA,2022-04-30,219987481,47509812,172477669,765390271,608063981,157326290,100000000,0,0,0,0,0,0,0,0,63697130
CHS HEDGING LLC,FCM,CBOT,2022-04-30,62185816,37056588,25129228,348331323,287777893,60553430,14600000,1527272,0,1527272,200000,510188,0,510188,120000,0
CITIGROUP GLOBAL MARKETS INC,FCM BD SD,CBOT/NFA,2022-04-30,9313093039,4835273914,4477819125,20778794876,20064045888,714748988,490000000,6063186584,5708338596,354847988,186200000,32674862767,31993757297,681105470,474600000,0
CREDIT SUISSE SECURITIES (USA) LLC,FCM BD,CBOT,2022-04-30,11254339954,408423142,10845916812,812197775,611565563,200632212,30578278,1133631238,935019239,198611999,46750962,3407451831,2540318007,867133824,127015900,0
CUNNINGHAM COMMODITIES LLC,FCM,CBOT,2022-04-30,38070288,1000000,37070288,79241583,75254447,3987136,3050000,1084165,660166,423999,100000,0,0,0,0,0
DAIWA CAPITAL MARKETS AMERICA INC,FCM BD,CME,2022-04-30,1289506031,1500000,1288006031,2145350,0,2145350,1,434198,0,434198,1,0,0,0,0,0
DEUTSCHE BANK SECURITIES INC,FCM BD,CBOT,2022-04-30,6136490923,225995117,5910495806,2727770013,2477447471,250322542,125000000,826428524,675650404,150778120,75000000,0,0,0,0,0
DIRECT ACCESS USA LLC,FCM,CME,2022-04-30,11180902,1864770,9316132,55523882,45862333,9661549,2500000,0,0,0,0,0,0,0,0,0
DORMAN TRADING LLC,FCM,CME,2022-04-30,16336397,1917772,14418625,230100387,223825121,6275266,2000000,12957519,12081105,876414,200000,0,0,0,0,0
E D & F MAN CAPITAL MARKETS INC,FCM BD SD,CME/NFA,2022-04-30,237324138,142030186,95293952,3838732092,3759737858,78994234,44250000,114316588,101787448,12529140,5000000,0,0,0,0,0
ETRADE FUTURES LLC,FCM,NFA,2022-04-30,40734029,5829680,34904349,156743707,114681573,42062134,11000000,0,0,0,0,0,0,0,0,0
FUTU FUTURES INC,FCM,NFA,2022-04-30,1922125,1000000,922125,0,0,0,0,0,0,0,0,0,0,0,0,0
GAIN CAPITAL GROUP LLC,FCMRFD,NFA,2022-04-30,55501534,29163528,26338006,0,0,0,0,0,0,0,0,0,0,0,0,193270552
GH FINANCIALS LLC,FCM,CME,2022-04-30,28124837,12267322,15857515,194648498,175507245,19141253,5200000,7640272,6098334,1541938,280000,0,0,0,0,0
GOLDMAN SACHS & CO LLC,FCM BD SD,CBOT/NFA,2022-04-30,20766221175,4855965107,15910256068,40962110141,40068192890,893917251,675000000,12269807447,11703538655,566268792,475000000,17202231215,16756304325,445926890,350000000,0
HIDDEN ROAD PARTNERS CIV US LLC,FCM BD,NFA,2022-04-30,26975075,1000000,25975075,0,0,0,0,0,0,0,0,0,0,0,0,0
HSBC SECURITIES USA INC,FCM BD,CME,2022-04-30,1336087181,535354513,800732668,7411193015,7267933891,143259124,132000000,205048663,162407155,42641508,15000000,1702684309,1605494711,97189598,83000000,0
IG US LLC,RFED,NFA,2022-04-30,32519479,21469721,11049758,0,0,0,0,0,0,0,0,0,0,0,0,39394426
INTERACTIVE BROKERS LLC,FCM BD,CME,2022-04-30,5777539976,882828472,4894711504,8983228209,8775967498,207260711,155000000,699668780,570706739,128962041,80000000,0,0,0,0,24739553
IRONBEAM INC,FCM,NFA,2022-04-30,8139505,1052482,7087023,75178476,67448809,7729667,1600000,392575,153348,239227,60000,0,0,0,0,0
JEFFERIES LLC,FCM BD,NFA,2022-04-30,1883548084,105913157,1777634927,0,0,0,0,0,0,0,0,0,0,0,0,0
JP MORGAN SECURITIES LLC,FCM BD SD,CEI/NFA,2022-04-30,20457426161,6142787396,14314638765,52616181010,50048490511,2567690499,1151115282,8655944572,7998903674,657040898,199972592,19916075085,18196300877,1719774208,491300124,0
LIME TRADING CORP,FCM BD,NFA,2022-04-30,3652048,1000000,2652048,46103,0,46103,20000,40000,0,40000,20000,0,0,0,0,0
MACQUARIE FUTURES USA LLC,FCM,CBOT,2022-04-30,550481205,448444399,102036806,4909207002,4629689054,279517948,100000000,152411939,108158889,44253050,7000000,6388341,0,6388341,1000000,0
MAREX NORTH AMERICA LLC,FCM,CME,2022-04-30,264054727,218712991,45341736,4391361532,4342278981,49082551,26379941,183321257,157818381,25502876,10250000,0,0,0,0,0
MCVEAN TRADING & INVESTMENTS LLC,FCM,NFA,2022-04-30,11502209,1247121,10255088,473033196,450984382,22048814,18000000,2567861,0,2567861,1000000,0,0,0,0,0
MERRILL LYNCH PROFESSIONAL CLEARING CORP,FCM BD,NFA,2022-04-30,7179743626,1378368808,5801374818,2131938552,1074842096,1057096456,300000000,0,0,0,0,0,0,0,0,0
MID CO COMMODITIES INC,FCM,NFA,2022-04-30,23277755,14048105,9229650,125317246,102309343,23007903,5138000,0,0,0,0,0,0,0,0,0
MINT BROKERS,FCM BD,NFA,2022-04-30,2393268,1000400,1392868,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZUHO SECURITIES USA LLC,FCM BD,CME,2022-04-30,1441775252,809911790,631863462,13821650841,13293882124,527768717,150000000,1243536764,1069751914,173784850,70000000,20432134,0,20432134,10000000,0
MORGAN STANLEY & CO LLC,FCM BD SD,CME/NFA,2022-04-30,14506296577,4437219207,10069077370,26623803378,26234333449,389469929,235000000,9512910345,9294234843,218675502,140000000,28230758177,27730464709,500293468,92000000,0
NANHUA USA LLC,FCM,CME,2022-04-30,18316316,13762980,4553336,225697163,211586813,14110350,3500000,688121,331774,356347,100000,0,0,0,0,0
NATWEST MARKETS SECURITIES INC,FCM BD,CBOT,2022-04-30,558243121,2652656,555590465,7500126,0,7500126,5000000,0,0,0,0,0,0,0,0,0
NINJATRADER CLEARING LLC,FCM,NFA,2022-04-30,10701882,1000000,9701882,203387597,192392697,10994900,4000000,5373810,4251177,1122633,400000,0,0,0,0,0
NOMURA SECURITIES INTERNATIONAL INC,FCM BD,CBOT,2022-04-30,3011734378,87284480,2924449898,337032723,193889006,143143717,16000000,15828137,0,15828137,1000000,0,0,0,0,0
OANDA CORPORATION,FCM RFD,NFA,2022-04-30,40724311,28515823,12208488,0,0,0,0,0,0,0,0,0,0,0,0,175143178
PHILLIP CAPITAL INC,FCM BD,CME,2022-04-30,76388795,39008980,37379815,777996055,750785325,27210730,15000000,12433736,7688550,4745186,1000000,0,0,0,0,0
PICTET OVERSEAS INC,FCM BD,NFA,2022-04-30,51163399,13179956,37983443,168776409,163991241,4785168,2750000,50014406,47126076,2888330,1250000,0,0,0,0,0
RBC CAPITAL MARKETS LLC,FCM BD,CME,2022-04-30,2308283879,494388862,1813895017,5099652354,4580003532,519648822,260000000,398261055,319510165,78750890,20000000,1769774274,1521850481,247923793,100000000,0
RJ OBRIEN ASSOCIATES LLC,FCM SD,CME/NFA,2022-04-30,366562364,291037667,75524697,7723448011,7504620118,218827893,50000000,234000329,205665766,28334563,20000000,0,0,0,0,0
SANTANDER INVESTMENT SECURITIES INC,FCM BD,NYME,2022-04-30,469285076,182037379,287247697,2465008103,2393272656,71735447,70000000,0,0,0,0,0,0,0,0,0
SCOTIA CAPITAL USA INC,FCM BD,CME,2022-04-30,1368093431,165970442,1202122989,0,0,0,0,0,0,0,0,0,0,0,0,0
SG AMERICAS SECURITIES LLC,FCM BD,CME,2022-04-30,4205502825,2240270501,1965232324,20035435378,19528806723,506628655,200000000,9051937192,8646222359,405714833,200000000,2845689197,2563403807,282285390,80000000,0
STONEX FINANCIAL INC,FCM BD,CME,2022-04-30,347684704,250069409,97615295,6563800970,6496085228,67715742,50000000,212729885,200340997,12388888,6000000,622098,0,622098,250000,0
STRAITS FINANCIAL LLC,FCM,CME,2022-04-30,23806741,12069409,11737332,498428147,484336685,14091462,2000000,22263507,12484743,9778764,300000,0,0,0,0,0
TRADESTATION SECURITIES INC,FCM BD,CME,2022-04-30,142821827,13087346,129734481,882085411,854203639,27881772,9000000,21840504,18462411,3378093,800000,0,0,0,0,0
TRADING.COM MARKETS INC,RFED,NFA,2022-04-30,28280691,20000000,8280691,0,0,0,0,0,0,0,0,0,0,0,0,142365
UBS FINANCIAL SERVICES INC,FCM BD,NFA,2022-04-30,879126624,151151212,727975412,184779209,146492794,38286415,25000000,47388493,20697563,26690930,15000000,0,0,0,0,0
UBS SECURITIES LLC,FCM BD,CBOT,2022-04-30,4715090977,774517327,3940573650,7264282884,6978970847,285312037,150000000,2698629796,2538040478,160589318,75000000,1232499376,981056068,251443308,125000000,0
WEDBUSH SECURITIES INC,FCM BD,CBOT,2022-04-30,248632592,82783926,165848666,4374335756,4320586930,53748826,19000000,40014738,35089533,4925205,1000000,0,0,0,0,0
WELLS FARGO SECURITIES LLC,FCM BD,CME,2022-04-30,10135334619,1528047519,8607287100,6362390781,5859830537,502560244,105000000,1009765148,880581673,129183475,30000000,14779478784,13922732941,856745843,355000000,0
ABN AMRO CLEARING CHICAGO LLC,FCM BD,CBOT,2022-05-31,634558392,251069777,383488615,5013923615,4320037376,693886239,369147594,153015560,125247166,27768394,12524717,0,0,0,0,0
ADM INVESTOR SERVICES INC,FCM,CBOT,2022-05-31,507950232,419558064,88392168,9698678176,9497318682,201359494,120000000,746424296,699875195,46549101,20000000,9824071,0,9824071,8000000,0
ADVANTAGE FUTURES LLC,FCM,CME,2022-05-31,27047346,15442644,11604702,546854605,528362361,18492244,10500000,40521844,36355344,4166500,1000000,0,0,0,0,0
AMP GLOBAL CLEARING LLC,FCM,NFA,2022-05-31,7624980,1000000,6624980,75285656,67201187,8084469,900000,2516926,2066867,450059,150000,0,0,0,0,0
APEX CLEARING CORPORATION,FCM BD,NFA,2022-05-31,440931264,34076575,406854689,100596604,68340058,32256546,10000000,0,0,0,0,0,0,0,0,0
BARCLAYS CAPITAL INC,FCM BD,NYME,2022-05-31,6743215756,2018107067,4725108689,13937741754,13632212183,305529571,58000000,3548691318,3370886064,177805254,40000000,13022440455,12233517898,788922557,26000000,0
BNP PARIBAS SECURITIES CORP,FCM BD,CBOT,2022-05-31,2155506043,1014988446,1140517597,8409760983,7696470609,713290374,570000000,2153461873,1297242040,856219833,98000000,2461051521,2157684907,303366614,100000000,0
BOFA SECURITIES INC,FCM BD,CBOT,2022-05-31,17054843397,4101207962,12953635435,25771186450,25382739517,388446933,200000000,5253034236,5012294821,240739415,150000000,16158806020,15297844016,860962004,150000000,0
CANTOR FITZGERALD & CO,FCM BD,CBOT,2022-05-31,362532011,4774684,357757327,4969921,0,4969921,3000000,0,0,0,0,0,0,0,0,0
CHARLES SCHWAB FUTURES AND FOREX LLC,FCM,NFA,2022-05-31,229618777,43776344,185842433,763309590,599467281,163842309,100000000,0,0,0,0,0,0,0,0,69094246
CHS HEDGING LLC,FCM,CBOT,2022-05-31,58255285,36550425,21704860,409956192,349547287,60408905,14600000,1527272,0,1527272,200000,510188,0,510188,120000,0
CITIGROUP GLOBAL MARKETS INC,FCM BD SD,CBOT/NFA,2022-05-31,12230346621,5036217835,7194128786,20715213184,19987038622,728174562,519400000,5620084987,5275889800,344195187,178500000,34930112855,34215604746,714508109,484400000,0
CREDIT SUISSE SECURITIES (USA) LLC,FCM BD,CBOT,2022-05-31,11201375757,299677428,10901698329,437376303,276702733,160673570,13835137,798699571,597579981,201119590,29878999,2753668861,1834255932,919412929,91712797,0
CUNNINGHAM COMMODITIES LLC,FCM,CBOT,2022-05-31,87887062,1000000,86887062,80179376,76051872,4127504,3050000,1134348,652125,482223,100000,0,0,0,0,0
DAIWA CAPITAL MARKETS AMERICA INC,FCM BD,CME,2022-05-31,1270198043,1614642,1268583401,2146246,0,2146246,1,437773,0,437773,1,0,0,0,0,0
DEUTSCHE BANK SECURITIES INC,FCM BD,CBOT,2022-05-31,6067241585,198468422,5868773163,2305140264,2103033748,202106516,125000000,850322623,724948497,125374126,75000000,0,0,0,0,0
DIRECT ACCESS USA LLC,FCM,CME,2022-05-31,11106621,2252319,8854302,59155338,52501794,6653544,2500000,0,0,0,0,0,0,0,0,0
DORMAN TRADING LLC,FCM,CME,2022-05-31,15916948,2110201,13806747,219873052,214252098,5620954,2000000,13551177,12666168,885009,200000,0,0,0,0,0
E D & F MAN CAPITAL MARKETS INC,FCM BD SD,CME/NFA,2022-05-31,241799019,185419478,56379541,4129201066,4047896369,81304697,44250000,113696322,100778633,12917689,5000000,0,0,0,0,0
ETRADE FUTURES LLC,FCM,NFA,2022-05-31,42643425,5511923,37131502,169925339,129591304,40334035,11000000,0,0,0,0,0,0,0,0,0
FUTU FUTURES INC,FCM,NFA,2022-05-31,1919373,1000000,919373,0,0,0,0,0,0,0,0,0,0,0,0,0
GAIN CAPITAL GROUP LLC,FCMRFD,NFA,2022-05-31,51045007,29173836,21871171,0,0,0,0,0,0,0,0,0,0,0,0,193476716
GH FINANCIALS LLC,FCM,CME,2022-05-31,28261496,11792327,16469169,160371536,139548264,20823272,5200000,8985652,7408506,1577146,280000,0,0,0,0,0
GOLDMAN SACHS & CO LLC,FCM BD SD,CBOT/NFA,2022-05-31,22187206262,4866029842,17321176420,39035413926,38116280536,919133390,675000000,12888970393,12291946657,597023736,475000000,18538105318,18083754335,454350983,350000000,0
HIDDEN ROAD PARTNERS CIV US LLC,FCM BD,NFA,2022-05-31,26879681,1000000,25879681,0,0,0,0,0,0,0,0,0,0,0,0,0
HSBC SECURITIES USA INC,FCM BD,CME,2022-05-31,1274041450,540996828,733044622,7465646489,7292303526,173342963,161000000,217400323,183657053,33743270,15000000,1825115030,1733101288,92013742,79000000,0
IG US LLC,RFED,NFA,2022-05-31,32799137,21649652,11149485,0,0,0,0,0,0,0,0,0,0,0,0,42993042
INTERACTIVE BROKERS LLC,FCM BD,CME,2022-05-31,5901183320,790097424,5111085896,8883447146,8638186217,245260929,155000000,713217143,588550316,124666827,80000000,0,0,0,0,25495724
IRONBEAM INC,FCM,NFA,2022-05-31,8299061,1000000,7299061,75762847,67514336,8248511,1600000,408106,180327,227779,60000,0,0,0,0,0
JEFFERIES LLC,FCM BD,NFA,2022-05-31,1880057254,107120275,1772936979,0,0,0,0,0,0,0,0,0,0,0,0,0
JP MORGAN SECURITIES LLC,FCM BD SD,CEI/NFA,2022-05-31,23768708081,5974142492,17794565589,53250002572,50896610182,2353392390,1170622034,9398837110,8711290393,687546717,217782260,21006209133,19583787794,1422421339,528762270,0
LIME TRADING CORP,FCM BD,NFA,2022-05-31,3510685,1000000,2510685,46103,0,46103,20000,40000,0,40000,20000,0,0,0,0,0
MACQUARIE FUTURES USA LLC,FCM,CBOT,2022-05-31,551865305,514342313,37522992,6075296728,5788180935,287115793,100000000,171991764,126283470,45708294,7000000,6390781,0,6390781,1000000,0
MAREX NORTH AMERICA LLC,FCM,CME,2022-05-31,260304656,226885154,33419502,5003931650,4943069739,60861911,50230376,219095453,194207198,24888255,10250000,0,0,0,0,0
MCVEAN TRADING & INVESTMENTS LLC,FCM,NFA,2022-05-31,11376612,1065613,10310999,478930643,456050840,22879803,18000000,2567861,0,2567861,1000000,0,0,0,0,0
MERRILL LYNCH PROFESSIONAL CLEARING CORP,FCM BD,NFA,2022-05-31,7294151625,1380138207,5914013418,3306142851,2217876299,1088266552,300000000,0,0,0,0,0,0,0,0,0
MID CO COMMODITIES INC,FCM,NFA,2022-05-31,23588896,14082178,9506718,151679056,128445407,23233649,5138000,0,0,0,0,0,0,0,0,0
MINT BROKERS,FCM BD,NFA,2022-05-31,2369800,1000000,1369800,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZUHO SECURITIES USA LLC,FCM BD,CME,2022-05-31,1378708616,870586868,508121748,13713377299,13159160720,554216579,150000000,1287058534,1114734920,172323614,70000000,20436110,0,20436110,10000000,0
MORGAN STANLEY & CO LLC,FCM BD SD,CME/NFA,2022-05-31,15555554467,4621231675,10934322792,28059206608,27675646360,383560248,235000000,10064737293,9807109060,257628233,140000000,29234730572,28821995941,412734631,92000000,0
NANHUA USA LLC,FCM,CME,2022-05-31,18355553,14387683,3967870,238647561,224538600,14108961,3500000,691185,334833,356352,100000,0,0,0,0,0
NATWEST MARKETS SECURITIES INC,FCM BD,CBOT,2022-05-31,536329041,1768204,534560837,7500155,0,7500155,5000000,0,0,0,0,0,0,0,0,0
NINJATRADER CLEARING LLC,FCM,NFA,2022-05-31,11680335,1000000,10680335,205826293,193610915,12215378,4000000,5644723,4653469,991254,400000,0,0,0,0,0
NOMURA SECURITIES INTERNATIONAL INC,FCM BD,CBOT,2022-05-31,2471439229,86428739,2385010490,378845505,235401331,143444174,16000000,15985974,0,15985974,1000000,0,0,0,0,0
OANDA CORPORATION,FCM RFD,NFA,2022-05-31,39621610,28648186,10973424,0,0,0,0,0,0,0,0,0,0,0,0,178307981
